用户ID,用户出生日期,性别,婚姻状况,文化程度,下单时间,订单ID,交易金额
6513116,1982/6/30,男,已婚,大专,2023/1/22 1:54,7178488925,752.2278808
6513117,1995/3/23,男,未婚,研究生,2023/1/2 21:10,7179975487,980.9395451
3213112,1987/10/9,男,未婚,中专,2021/6/25 5:04,7181515974,204.8839606
6416120,1994/3/26,女,未婚,中专,2021/3/12 11:18,7183057035,550.7678755
4318120,1997/12/8,女,未婚,本科,2023/2/26 20:12,7185977962,1204.504727
3211118,1992/1/1,男,未婚,中专,2022/11/21 4:02,7186887373,699.0887457
6618119,1983/2/16,男,已婚,本科,2023/3/30 12:13,7187259171,159.9039007
5217117,1989/12/13,男,已婚,博士,2022/8/16 1:33,7190132713,567.2655176
4511112,1978/6/27,女,已婚,大专,2023/5/6 3:09,7191265027,740.6014263
6114111,1994/12/21,男,未婚,研究生,2020/6/2 17:09,7192466912,438.5887055
5415118,1993/9/15,女,已婚,本科,2022/4/11 11:55,7192664669,304.9531774
3613119,2000/5/22,女,未婚,中专,2023/1/3 15:53,7194421208,1111.039077
4011120,1990/12/28,男,未婚,本科,2021/6/15 21:11,7194590310,1028.310434
4115116,1988/1/28,男,已婚,研究生,2022/6/30 5:42,7196423665,411.09498
4215115,1989/2/20,女,未婚,中专,2022/9/14 21:52,7198649170,556.7823635
5713115,1990/6/26,男,未婚,本科,2020/3/15 19:29,7199581997,433.5099695
4818115,1982/11/18,女,未婚,研究生,2021/5/9 22:31,7200373740,787.8404613
5013119,1987/12/6,女,已婚,本科,2022/6/30 22:01,7205292776,461.6622531
3519111,1984/2/16,女,未婚,研究生,2022/12/10 4:53,7205377605,432.8864078
6520113,1975/12/30,女,未婚,本科,2020/12/3 15:31,7207964979,1100.917232
6718117,1976/10/21,女,已婚,研究生,2022/10/13 23:31,7208331719,357.1672223
5318112,1972/11/6,男,未婚,中专,2023/3/31 8:20,7210559661,754.9011573
4718120,1972/8/28,女,已婚,博士,2021/4/27 4:17,7215793837,417.9741348
5414117,1990/6/21,男,未婚,中专,2022/1/27 17:07,7218875549,552.9754745
6116114,1973/4/24,男,已婚,大专,2022/3/1 2:16,7219685914,906.781161
4216115,1980/6/26,男,未婚,本科,2022/8/6 23:18,7222280945,764.9104062
5715116,1985/6/24,男,未婚,博士,2020/3/25 14:39,7224176382,91.38852219
5020119,1976/2/25,男,已婚,博士,2020/11/3 17:05,7225275564,650.7170928
4411111,1976/11/28,男,已婚,本科,2023/5/24 21:43,7227932212,285.1573677
5712120,1976/2/3,女,已婚,大专,2021/5/4 8:46,7229481690,457.5660087
6611114,2000/10/24,女,已婚,博士,2022/5/25 15:16,7230244227,134.1308639
3212118,1990/4/7,女,未婚,中专,2021/10/12 8:59,7232378567,1034.930129
4013118,1971/8/19,女,已婚,本科,2021/8/13 11:41,7232554175,831.0797129
3811111,1993/7/6,女,未婚,本科,2022/8/4 6:49,7233584884,537.4818743
4318117,1990/11/11,女,已婚,中专,2020/9/28 7:34,7234820094,891.3446843
4814120,1987/1/9,男,未婚,研究生,2021/6/4 18:54,7239512760,751.710824
4417117,1970/1/23,男,未婚,本科,2021/11/13 4:15,7239522877,1012.753374
4914112,1988/10/14,女,未婚,大专,2020/11/5 13:03,7242378301,1025.469938
5317118,1997/11/14,男,已婚,研究生,2021/1/30 9:44,7243071602,635.9308714
6715115,1996/1/12,男,已婚,博士,2020/3/6 15:41,7245667364,176.1756023
5919118,1969/9/15,男,已婚,大专,2020/7/3 7:21,7247884298,461.4095539
4516116,1990/11/1,女,已婚,中专,2021/11/23 0:31,7250095767,213.1763658
5115115,1969/2/2,男,已婚,大专,2020/3/31 12:10,7250182436,853.8465502
4713119,1977/6/17,女,未婚,博士,2021/3/20 12:06,7250459561,613.5848059
5520115,1996/12/10,女,已婚,博士,2023/3/24 2:26,7253176642,1019.354605
5414112,1975/3/23,女,未婚,研究生,2022/1/22 11:26,7254425465,157.4132222
5614120,1982/4/3,女,已婚,中专,2023/1/12 21:38,7256713070,650.5252411
5320114,1996/10/23,女,已婚,博士,2023/3/2 1:28,7256737489,727.8618473
4015111,1986/11/25,女,已婚,博士,2022/9/24 17:42,7257162290,903.3910249
4416115,1976/2/9,男,已婚,中专,2020/6/20 13:18,7257684692,77.58350854
5117117,1995/12/22,男,已婚,研究生,2020/8/20 3:37,7259314876,931.6659949
5012120,1993/7/1,男,未婚,博士,2023/1/8 16:55,7259459986,710.0915311
5615115,1985/6/14,男,未婚,博士,2021/2/10 3:25,7260436934,640.8270233
6417114,1982/3/10,女,未婚,本科,2020/2/5 8:32,7261188467,244.1318612
5115118,1997/8/22,男,已婚,博士,2023/3/15 10:08,7261957607,625.7337418
4216112,1988/4/24,男,已婚,博士,2021/12/31 22:39,7264476782,184.8322675
4817111,1972/7/11,女,已婚,中专,2021/3/27 10:30,7265114690,741.5684105
5711116,1972/5/27,男,已婚,本科,2023/3/22 19:46,7266496492,587.0957533
4820112,1978/7/28,女,已婚,博士,2020/12/31 14:19,7266948362,742.3781169
6512113,1969/12/11,男,已婚,大专,2023/5/3 11:40,7267480410,126.4943124
6613115,1979/10/16,男,已婚,本科,2022/12/15 8:40,7267995565,450.6028913
6714114,1977/10/26,男,已婚,中专,2022/11/7 2:32,7270847507,287.8143158
3912112,1994/7/3,男,未婚,本科,2022/10/21 18:02,7272265661,712.5887745
4917112,1984/4/23,女,已婚,大专,2021/6/27 16:22,7272628465,719.6081226
4216115,1980/6/26,男,未婚,本科,2021/2/18 21:03,7273428214,864.7710981
4615117,1977/10/7,男,未婚,研究生,2023/4/27 3:44,7276226771,86.44060108
5820111,1970/6/1,女,已婚,大专,2023/1/28 9:05,7277560257,871.390164
6016114,1975/8/26,女,未婚,研究生,2023/3/1 13:21,7278692472,426.4506032
6320119,1979/1/27,男,未婚,中专,2023/3/25 13:50,7278816389,738.161047
5115118,1997/8/22,男,已婚,博士,2020/5/29 9:12,7278990196,122.3785715
5413113,1971/5/19,男,已婚,博士,2022/1/29 10:33,7280139322,464.8781375
6419116,1999/1/27,女,已婚,中专,2022/2/14 15:58,7280385611,614.1521413
4312116,1977/1/16,女,已婚,中专,2023/5/20 23:37,7280943056,647.884456
4316112,1989/7/18,男,未婚,本科,2023/2/22 21:57,7285960721,143.5754306
6511113,1986/7/24,女,未婚,本科,2021/4/3 8:11,7286774244,764.5888522
4413114,1978/3/9,女,未婚,中专,2022/9/6 0:23,7288422212,916.2925216
6511113,1986/7/24,女,未婚,本科,2021/5/17 12:39,7289895296,932.2147644
6013112,1969/7/1,男,已婚,大专,2021/11/27 14:04,7291756376,517.0732574
6414116,1970/4/14,男,已婚,研究生,2021/1/25 21:09,7291871879,991.5647531
5518112,1993/7/29,女,未婚,本科,2021/8/6 8:20,7296749938,1054.813904
5519119,1969/11/9,男,未婚,本科,2022/10/4 21:59,7299538359,331.0727331
4918111,1971/4/21,男,未婚,中专,2023/4/2 15:20,7300186616,361.1745535
3215120,1979/7/29,男,已婚,博士,2022/9/24 3:27,7300750685,848.999523
3620116,1968/2/28,男,已婚,本科,2022/6/2 16:44,7302046846,1137.922568
5711111,2000/6/23,男,已婚,本科,2020/8/8 3:24,7302228948,632.4479887
5515116,1990/3/13,女,已婚,研究生,2020/8/1 23:59,7302382357,620.0479856
3216114,1992/8/12,女,已婚,研究生,2023/2/17 22:19,7304260640,570.2457467
4218120,1978/1/7,男,已婚,本科,2021/2/1 10:12,7305074357,183.5563049
3719115,1982/6/11,女,未婚,博士,2021/10/17 12:59,7305743777,1022.743783
6115118,1997/10/29,女,未婚,本科,2023/5/9 4:07,7307637677,630.6173974
6717116,1996/2/15,男,已婚,研究生,2023/4/9 3:25,7309010519,433.5874296
4114112,1974/8/13,男,未婚,大专,2021/8/21 2:09,7310183675,752.4886316
3219119,1972/5/1,男,未婚,博士,2021/9/17 1:51,7313748682,788.8476364
4220119,1977/7/16,女,未婚,大专,2020/2/5 9:59,7314614307,856.2922056
6515117,1978/12/16,女,已婚,博士,2022/6/12 22:09,7317560260,311.8548791
6316113,1983/8/18,女,已婚,研究生,2023/4/2 6:09,7320846884,385.7415093
6616115,1999/2/1,女,未婚,研究生,2022/2/4 1:16,7320876701,292.3666993
6215111,1980/1/14,女,已婚,中专,2023/3/13 14:10,7322867970,563.9484119
6111112,1978/7/26,男,未婚,大专,2021/6/7 13:18,7323078203,395.870659
5915117,1989/9/5,男,未婚,大专,2023/1/11 21:43,7325035769,490.6133431
5120111,1999/2/24,女,已婚,博士,2021/11/13 10:28,7326770093,327.3895041
3315119,1970/8/17,男,未婚,研究生,2021/1/30 16:10,7331710819,525.8934797
5918113,1984/6/22,男,已婚,中专,2020/2/24 15:40,7337212173,405.0386109
6720111,1995/9/7,男,未婚,本科,2021/2/11 4:04,7337325358,797.4126448
5613111,1986/2/11,女,未婚,中专,2021/8/25 0:20,7337932879,796.8702637
5416116,1989/5/31,男,未婚,大专,2023/4/18 19:57,7339151983,551.9636701
3315120,1998/5/4,女,已婚,大专,2023/2/27 22:23,7343649880,1094.062849
4314113,1981/3/20,男,未婚,研究生,2022/9/1 9:31,7346348565,76.98368701
6419119,1980/5/21,男,未婚,本科,2020/4/22 9:40,7352444742,776.4442632
6114119,1986/1/1,男,已婚,博士,2023/5/7 14:56,7353146405,600.7884888
4713111,1968/6/6,女,未婚,本科,2020/11/6 18:02,7355034243,349.1158492
3520113,1990/10/14,男,已婚,研究生,2023/1/3 14:58,7355282788,954.7787229
4417116,1970/1/13,女,未婚,大专,2022/9/9 9:44,7355394641,647.4333325
5315112,1992/2/21,男,未婚,中专,2020/7/13 7:38,7357620003,47.89609226
4719118,1981/7/11,男,已婚,大专,2023/2/4 0:17,7360988847,525.6818104
4613117,1994/3/20,女,已婚,中专,2021/3/22 17:39,7361576031,439.5988209
6515112,1970/12/21,男,已婚,研究生,2020/8/2 20:44,7363159573,1181.464567
5820119,1973/8/30,男,未婚,博士,2022/5/4 15:40,7363851404,865.3952214
5318120,1992/5/25,女,未婚,研究生,2020/3/2 12:41,7364952463,952.0968314
4111112,1999/3/15,男,未婚,研究生,2021/6/14 10:23,7370257773,931.5420945
3415115,1977/6/12,男,未婚,本科,2020/1/29 0:32,7371481374,526.026743
6214112,1989/9/20,男,未婚,博士,2021/9/24 8:45,7371879603,876.1777701
5613119,1995/3/30,女,已婚,大专,2023/1/23 12:12,7374539687,817.0627483
6213116,1983/4/23,男,未婚,研究生,2022/11/14 6:08,7377783104,290.7103161
6620113,1972/8/18,男,已婚,本科,2021/6/4 2:15,7378827383,505.4484555
3617118,1976/7/18,男,未婚,博士,2022/7/6 0:53,7379693634,1165.158525
5020115,1993/6/29,女,已婚,大专,2023/1/8 9:14,7380568289,609.7115217
3711115,1995/10/19,男,已婚,博士,2021/11/8 7:47,7381965490,109.5735551
4218113,1981/6/6,女,已婚,中专,2022/10/19 2:10,7383476057,261.1784144
5015114,1991/12/31,男,已婚,研究生,2021/10/29 0:47,7384149499,605.769509
6212120,1976/10/25,女,已婚,博士,2023/3/13 22:43,7385977963,737.2400589
6520120,1991/12/11,女,未婚,中专,2020/6/26 5:47,7386529043,803.5908281
3616118,1999/4/28,女,未婚,本科,2022/6/11 12:03,7387468293,400.9553894
3616118,1999/4/28,女,未婚,本科,2021/5/26 2:53,7388733508,605.0566776
3211114,1984/9/21,女,已婚,博士,2023/3/29 20:21,7389223561,505.7487881
4917111,1987/11/24,男,未婚,本科,2021/3/29 7:39,7393067326,859.4546783
4215120,1975/8/7,女,未婚,本科,2020/9/4 17:37,7397776757,1071.541001
5613115,1971/4/2,女,已婚,本科,2021/11/30 2:41,7402842846,558.1217577
5620118,1994/1/19,女,已婚,大专,2022/11/20 12:01,7405032291,484.1340659
6214118,1990/10/23,女,未婚,大专,2023/4/12 6:48,7405049809,998.5468031
4714115,1975/12/6,男,未婚,大专,2020/9/6 14:11,7405469760,932.1619223
5813119,1970/1/12,女,已婚,大专,2021/3/4 9:46,7411043309,207.9971061
3815113,1975/2/14,男,已婚,本科,2021/7/3 6:08,7412346602,686.8841786
5112120,1989/1/5,女,未婚,大专,2022/10/31 16:35,7414947356,444.5975063
3219115,1971/4/3,男,已婚,中专,2021/3/19 6:46,7415842570,714.5509996
5519119,1969/11/9,男,未婚,本科,2020/10/31 20:36,7416023779,564.3752354
5016118,1974/7/23,女,已婚,中专,2022/4/20 4:13,7416732287,50.92671036
3312118,1995/11/23,男,未婚,研究生,2022/3/13 17:45,7419728422,687.7913461
4816119,1986/8/17,女,已婚,中专,2022/3/12 10:59,7423093702,470.5783518
4818118,1972/11/2,男,未婚,本科,2022/12/10 7:55,7423771413,841.4488939
6114114,1983/1/3,女,未婚,博士,2021/9/29 15:03,7424334237,813.885546
4013117,1980/2/2,女,未婚,本科,2022/6/21 5:23,7427855012,878.4259715
5319120,1999/8/10,男,已婚,研究生,2020/2/25 17:19,7428996802,425.0460873
3920111,1970/10/18,男,已婚,博士,2023/4/30 2:14,7429320125,166.4239442
4720120,1988/4/30,女,已婚,中专,2021/4/7 16:11,7431136666,881.6956704
4016111,1977/4/25,女,已婚,大专,2019/12/27 3:35,7434479539,504.7601377
6117114,2000/11/7,女,未婚,本科,2022/12/18 9:46,7434982420,413.1741774
3314117,1988/3/16,男,未婚,本科,2023/1/8 0:18,7435674176,844.7911612
4613115,1997/1/21,女,已婚,中专,2022/7/26 5:50,7436547195,304.2492748
5813119,1970/1/12,女,已婚,大专,2021/4/27 8:06,7436680011,937.5648243
3913115,1968/11/17,女,未婚,研究生,2021/7/19 9:37,7442317590,665.5474144
5111117,1984/5/10,男,已婚,博士,2020/12/16 20:42,7447944878,871.5486938
6115119,1991/12/10,男,已婚,本科,2022/12/18 10:32,7447998589,522.9587953
5015118,1988/12/9,男,未婚,博士,2023/2/27 23:09,7449745670,499.7753736
3218117,1987/8/9,男,已婚,大专,2022/12/9 22:49,7449957744,780.8973375
6716115,1986/10/4,女,已婚,大专,2022/3/28 13:34,7452352327,275.7158686
4717115,1990/1/2,男,未婚,研究生,2021/7/27 12:58,7453618963,641.9903791
3220117,1969/5/11,男,已婚,研究生,2021/11/12 4:47,7456171135,725.9926565
5712115,1982/8/31,男,已婚,大专,2020/11/18 11:48,7456861879,564.4511466
6711118,1969/6/22,男,未婚,大专,2023/6/1 21:42,7456994456,967.15693
5118119,2000/8/22,女,未婚,本科,2020/2/17 4:48,7457198198,570.6258801
4114112,1974/8/13,男,未婚,大专,2023/3/9 0:46,7458563221,571.7244676
4012120,1987/11/27,男,未婚,博士,2022/1/12 1:32,7461731723,972.0658856
4112114,1973/9/27,男,已婚,研究生,2020/11/4 4:22,7462188191,419.5600032
4414118,1981/1/16,女,已婚,大专,2022/8/30 0:24,7465460846,113.600419
5512116,1969/6/2,女,未婚,大专,2023/3/6 16:31,7466328612,367.6530723
4019116,1997/6/25,男,未婚,本科,2020/1/23 2:08,7466542066,268.6748889
5414120,1998/10/23,男,已婚,本科,2022/8/14 17:54,7468834446,641.8160548
3214117,1977/4/27,男,已婚,博士,2023/5/4 23:34,7469215316,483.1792236
4117117,1980/3/28,女,已婚,博士,2023/1/7 13:42,7471779409,947.2476001
6219118,1976/8/13,男,已婚,本科,2020/12/23 18:53,7474979938,988.0019962
3714115,1968/8/2,女,已婚,本科,2023/5/21 6:05,7475012762,303.6882764
5416114,1981/6/11,男,已婚,大专,2019/12/16 19:22,7476638597,735.185723
6319118,1971/12/12,男,未婚,中专,2020/12/31 11:54,7476861193,593.000589
4715111,1970/6/12,女,已婚,本科,2020/1/27 22:29,7476881670,245.6646592
4715115,1984/12/1,男,已婚,研究生,2023/2/11 8:14,7480075498,122.1349754
4019113,1970/4/28,女,未婚,大专,2022/7/19 12:16,7485258728,886.1376877
3919119,1982/6/18,男,已婚,博士,2022/3/9 15:54,7488523758,723.7366514
5413118,1993/4/8,女,未婚,大专,2021/7/10 10:36,7489675346,985.4776617
4119117,1992/4/14,女,已婚,大专,2021/2/19 4:24,7492143030,223.0292465
5114119,1972/11/22,男,未婚,研究生,2021/10/23 18:55,7493533072,186.639487
4720112,1977/3/8,女,未婚,大专,2022/10/22 12:16,7495294011,897.6437295
3418116,1976/12/16,男,未婚,博士,2021/11/7 5:30,7495683674,257.5748224
5813116,1972/10/6,男,未婚,博士,2020/7/8 11:27,7495994165,597.4981312
6417114,1982/3/10,女,未婚,本科,2022/4/30 5:04,7496747310,560.7583129
3417116,1991/9/3,女,已婚,研究生,2021/5/15 12:25,7496818545,571.3640306
6213116,1983/4/23,男,未婚,研究生,2022/2/2 16:09,7497412821,843.8256486
4714111,1996/8/25,女,未婚,研究生,2021/8/10 20:32,7499366943,914.9062667
3520120,1986/9/27,女,未婚,博士,2020/7/1 1:01,7500394194,337.5193188
5816116,1973/11/27,男,未婚,大专,2022/7/21 16:48,7501261467,553.3143691
5412112,1978/9/22,女,已婚,博士,2021/11/10 11:59,7506137670,655.7164772
4612120,1972/3/26,男,已婚,研究生,2020/10/18 2:13,7506635848,527.7855935
5718114,1982/2/7,女,未婚,研究生,2021/5/2 13:06,7508443336,0.956799364
3915114,1970/4/24,男,未婚,博士,2021/12/26 22:08,7513987328,353.1753448
4119119,1980/8/10,女,已婚,中专,2021/11/15 16:23,7517514036,305.5385499
4811113,1988/11/19,女,已婚,研究生,2021/8/20 10:44,7517722724,339.6559692
3316119,1971/12/15,男,未婚,中专,2021/7/18 12:13,7518927490,365.8269531
3216116,1984/7/6,女,已婚,研究生,2022/12/7 14:49,7519128922,44.93865742
6515111,1980/8/24,女,已婚,中专,2022/4/15 16:28,7519827349,833.1009057
6112119,1981/8/9,女,未婚,博士,2023/4/9 0:05,7527613069,513.9539473
5419114,1981/7/9,女,已婚,大专,2022/7/16 19:56,7527962838,183.1822723
6417120,1988/3/30,女,已婚,中专,2023/2/18 15:43,7529192089,114.6054075
4820111,1987/9/18,男,已婚,中专,2022/9/17 17:15,7533224837,145.3662815
3319120,1976/10/28,女,未婚,本科,2023/2/14 3:44,7534740239,530.479611
4416118,1975/3/29,女,未婚,研究生,2021/3/13 0:07,7535119483,970.5117304
4813115,1974/4/2,男,已婚,中专,2021/4/28 21:20,7541826565,816.7637665
5014118,1997/12/31,女,未婚,大专,2022/4/27 4:12,7542421546,403.1031979
6512114,1992/6/16,女,未婚,本科,2021/3/11 18:03,7542762020,12.80964493
5711112,1976/4/7,女,已婚,大专,2020/4/27 12:17,7546422037,640.8336082
5411112,1977/5/1,男,未婚,本科,2021/1/10 8:46,7547279196,862.4794646
4414112,1974/12/18,男,已婚,博士,2022/5/8 13:18,7550261130,705.0438236
4514113,1996/8/18,女,已婚,大专,2023/3/9 7:16,7550776368,261.6660406
5915115,1984/11/5,女,未婚,中专,2022/7/19 11:36,7551779936,133.5356119
4014113,1992/1/22,女,未婚,大专,2022/12/27 12:59,7554041456,747.9364149
3616118,1999/4/28,女,未婚,本科,2021/3/29 17:13,7557777208,815.4043566
5812119,1994/11/30,男,未婚,研究生,2023/3/8 10:33,7558918122,478.0811902
4414117,1970/4/21,男,已婚,研究生,2022/8/31 12:37,7559654347,148.3367876
3616115,1985/8/1,男,已婚,本科,2022/4/20 6:33,7562358169,599.9216543
6320118,1977/12/1,男,已婚,中专,2021/12/9 19:26,7562710727,163.8901668
5519118,1979/10/6,女,已婚,博士,2022/4/26 11:08,7565486310,345.1314234
3920117,1976/3/15,男,未婚,本科,2021/7/7 8:17,7567352465,783.5401256
4215111,1976/8/3,男,未婚,中专,2022/12/1 14:57,7568775524,845.6537011
6718111,1974/4/10,女,已婚,中专,2022/8/8 3:07,7569853349,370.8892563
6613118,1984/6/30,女,已婚,中专,2022/3/27 17:51,7572612226,282.6009222
4115118,1994/9/10,女,未婚,本科,2023/4/19 21:45,7573285885,839.9428895
4016115,1976/2/1,女,已婚,中专,2023/2/27 4:29,7573833219,928.1528219
4615115,1976/1/8,女,未婚,大专,2021/5/6 12:21,7576292766,647.7346369
4418115,1988/4/28,男,已婚,大专,2020/11/26 9:35,7576951614,614.5280905
5520119,1980/7/26,男,已婚,本科,2022/1/7 3:12,7577297714,654.692408
4414113,1999/10/28,女,未婚,本科,2023/4/29 3:45,7580031336,883.519218
4112117,1982/4/30,女,未婚,博士,2023/2/15 12:54,7582574441,42.54093439
3916112,1968/1/12,女,已婚,研究生,2021/6/10 14:33,7585244924,829.9323632
3813116,1992/4/1,女,未婚,本科,2023/1/3 5:29,7587784683,283.1411833
5715119,1974/12/6,女,未婚,研究生,2021/3/9 0:11,7588692057,811.8932218
6520117,1985/11/2,女,未婚,中专,2021/11/21 18:41,7590342428,559.7984131
6615114,1986/2/9,男,未婚,研究生,2022/2/20 18:36,7590454974,725.8131408
4817117,1976/3/1,男,已婚,大专,2022/12/9 4:54,7594096039,426.1368724
6211119,1972/12/11,女,已婚,中专,2020/3/19 4:22,7594139842,445.0854467
3920111,1970/10/18,男,已婚,博士,2022/7/26 10:53,7594876887,665.1494631
3420120,1973/6/27,女,未婚,本科,2022/2/6 16:47,7596832404,688.4972857
5212112,1980/1/31,女,已婚,研究生,2023/4/27 6:01,7600090736,394.7528117
4012117,1972/9/17,男,已婚,中专,2021/12/26 10:03,7603741897,612.7649311
5120113,1993/8/26,女,未婚,本科,2023/2/17 3:16,7605380566,1118.833823
3511113,1988/3/14,男,已婚,本科,2021/12/25 7:55,7607920032,678.3425369
3811116,1997/8/10,女,已婚,中专,2021/9/29 4:59,7612414907,134.571674
4816116,1970/1/19,男,未婚,研究生,2023/4/27 13:27,7612696170,744.5098143
4114119,1999/2/2,女,未婚,研究生,2021/4/11 12:54,7614246922,778.2559096
5417117,1989/2/24,女,未婚,本科,2020/6/26 2:38,7614568286,530.3493077
4714115,1975/12/6,男,未婚,大专,2022/5/1 8:05,7614833815,862.9513159
4615114,1994/6/14,男,未婚,研究生,2022/7/9 22:22,7618398191,528.3807454
3417112,1977/10/18,女,未婚,大专,2020/10/9 6:45,7620677787,972.8804088
3413112,1989/6/6,女,未婚,本科,2022/4/25 22:25,7622145979,767.3626573
3619117,1976/3/23,女,已婚,中专,2021/10/4 9:58,7622919881,619.2281511
3511112,1980/12/11,男,已婚,中专,2021/7/12 0:39,7624962158,1160.152718
4912112,1996/4/27,女,未婚,本科,2021/9/24 16:55,7625168661,468.6447256
5317111,1970/10/15,女,已婚,本科,2021/10/28 22:37,7625465985,720.095814
6212115,1992/9/22,男,已婚,博士,2021/10/10 16:07,7626477024,608.5863947
6120112,1979/4/9,男,已婚,中专,2022/4/22 17:20,7627425083,1087.459567
6114117,1977/1/6,男,未婚,中专,2022/1/16 19:34,7629745535,579.5642463
5320113,1980/5/25,男,未婚,研究生,2021/8/17 0:52,7631342501,1027.149593
4715115,1984/12/1,男,已婚,研究生,2020/8/6 15:47,7631938957,81.54564592
3419118,1980/8/30,男,未婚,博士,2021/9/14 10:54,7633134511,258.8268749
5918113,1984/6/22,男,已婚,中专,2021/1/5 20:18,7633629974,682.9572071
4920112,1972/10/26,男,未婚,博士,2021/6/3 4:04,7635152580,454.4758562
3319119,1995/2/6,女,已婚,研究生,2021/10/17 21:45,7637394724,995.0411357
5713118,1981/3/24,男,未婚,本科,2021/11/9 6:23,7641339996,289.6842239
4813120,1999/7/29,女,未婚,研究生,2022/10/26 7:37,7644641072,725.4492271
3615112,1971/8/12,女,未婚,中专,2022/9/18 10:48,7644642064,731.8417077
3415116,1972/4/18,女,已婚,大专,2021/11/25 4:31,7645492649,508.5164124
3319119,1995/2/6,女,已婚,研究生,2022/11/28 12:10,7650923173,659.1008134
4111113,1973/11/8,女,未婚,大专,2021/10/21 20:47,7653964650,91.51659874
5311113,1982/8/6,女,未婚,大专,2023/3/1 4:37,7654818047,395.3805157
4312118,1975/8/4,男,未婚,博士,2020/11/23 11:24,7658854643,161.5052924
4912120,1984/2/2,女,未婚,本科,2021/4/14 20:29,7659365718,362.4564705
3717118,1972/5/13,男,未婚,本科,2022/2/14 9:39,7663791296,670.9017035
6020113,1977/10/4,女,已婚,中专,2019/12/9 23:26,7664750532,872.7379805
3913112,1975/5/10,女,已婚,中专,2020/9/27 23:13,7668325938,675.2396323
4820118,1997/10/8,女,已婚,研究生,2020/8/16 23:46,7671318337,419.6114244
3212113,1979/12/6,女,未婚,本科,2022/5/19 8:56,7672640089,721.6444149
4614115,1971/10/6,男,未婚,研究生,2022/5/20 2:53,7674685374,1062.422021
5912120,1977/1/14,男,已婚,博士,2020/10/22 23:40,7676335534,91.29705531
3212114,1984/4/24,男,已婚,中专,2023/2/3 1:49,7676888800,246.8544077
5819112,1971/12/28,男,已婚,博士,2023/3/24 0:27,7677247714,619.4298547
6020116,1981/5/21,男,未婚,博士,2023/1/8 15:56,7677544280,470.9239333
4013114,1991/10/7,女,未婚,中专,2022/10/3 15:22,7679184226,556.2428416
5412117,1981/3/30,男,已婚,本科,2022/8/9 2:35,7686167318,285.8308343
5318116,1994/6/9,女,已婚,博士,2023/1/1 15:10,7686350492,686.986323
4315119,1982/5/19,女,已婚,大专,2021/4/27 16:57,7687955339,633.1150003
5111114,1979/2/14,男,未婚,大专,2022/4/24 1:43,7690184368,953.4874583
5811120,1973/12/25,男,已婚,大专,2020/6/20 14:38,7690430813,289.9266726
6013114,1986/6/28,男,已婚,大专,2022/4/28 1:41,7691320673,112.1408418
3820120,2000/7/2,男,未婚,博士,2023/5/15 20:42,7695621222,308.9987569
6411118,1974/6/7,女,已婚,大专,2023/3/1 7:54,7695898540,589.7822027
3715116,1982/1/24,女,未婚,博士,2022/9/28 1:31,7697683560,280.3820105
3315117,1993/3/14,男,未婚,大专,2022/3/10 22:25,7699123416,936.5316603
4216111,1987/10/25,男,未婚,大专,2023/1/31 1:32,7703719960,174.9344311
5315114,1976/8/14,男,未婚,研究生,2021/11/4 17:31,7705552398,740.7032802
5811111,1991/1/26,男,未婚,中专,2023/4/25 10:14,7707371543,204.681685
3916116,1968/2/21,男,未婚,本科,2023/5/8 14:21,7707733580,482.2867306
3913118,1993/2/4,女,未婚,本科,2021/11/11 19:24,7709733834,628.9122686
6216111,1977/2/13,男,未婚,研究生,2023/1/3 18:24,7710655199,514.4859843
4214114,1980/7/19,男,已婚,大专,2021/5/13 14:30,7711130447,682.0117457
5215113,1994/5/17,女,未婚,本科,2020/5/9 11:18,7711275453,769.2535417
4118114,1990/4/22,女,未婚,大专,2022/12/18 1:06,7711423240,874.9948441
3613113,1975/11/4,女,已婚,本科,2021/5/12 2:41,7711655851,424.0437254
4115115,2000/10/16,男,未婚,博士,2022/2/19 2:08,7715993411,852.9558243
3214120,1995/11/5,女,未婚,博士,2020/2/24 15:55,7717587366,97.53209966
4420119,1987/7/19,女,未婚,研究生,2023/2/23 11:51,7718363418,943.9247627
4620117,1978/8/15,男,未婚,博士,2020/1/21 16:49,7723197641,794.1830066
6615120,1988/10/16,女,未婚,本科,2023/1/6 6:10,7727752766,931.6534552
4612111,1986/3/1,男,已婚,研究生,2021/9/1 13:06,7729664527,114.3468611
5912120,1977/1/14,男,已婚,博士,2023/2/15 2:40,7730886554,512.6617801
4318113,1985/8/16,男,未婚,研究生,2021/6/11 6:28,7731660521,930.2211611
4913120,1993/9/2,女,未婚,研究生,2022/3/3 18:08,7732645053,1125.78176
4618120,1990/11/9,女,未婚,中专,2021/8/11 17:15,7733717839,1050.437683
6616115,1999/2/1,女,未婚,研究生,2023/4/27 21:41,7734874758,999.2013192
5414119,1971/12/29,女,未婚,中专,2022/10/24 1:28,7736897507,619.6321203
4711116,1981/5/2,女,已婚,研究生,2021/2/15 1:10,7737994491,489.1603045
5914112,1988/6/21,女,未婚,博士,2020/7/31 4:31,7741317471,162.6916261
4916114,1992/7/1,男,已婚,大专,2022/10/25 7:34,7750974426,522.3211137
3219120,1972/10/1,男,已婚,研究生,2022/4/2 9:47,7756260205,140.09508
